timestamp_iso,elapsed_s,run_id,controller_type,enabled,phase,target_temp_c,vessel_temp_c,jacket_temp_c,jacket_minus_vessel_c,heater_pwm_percent,fan_state,safety_limited,safety_reason,ambient_temp_c,seconds_since_pwm_change,predicted_vessel_t_plus_15s,predicted_jacket_t_plus_15s,predicted_vessel_t_plus_30s,predicted_jacket_t_plus_30s,predicted_vessel_t_plus_60s,predicted_jacket_t_plus_60s,vessel_prediction_error_15s,jacket_prediction_error_15s,vessel_prediction_error_30s,jacket_prediction_error_30s,vessel_prediction_error_60s,jacket_prediction_error_60s,arduino_heater_reply,arduino_fan_reply
2026-05-21T11:34:02,18.21,model_control_20260521_113401,model_predictive_control,1,model_control,34.00,23.80,39.20,15.40,70,0,0,,23.70,0.00,23.8395,39.4161,23.8963,39.8238,23.9787,41.8553,,,,,,,OK:THERMAL_ACC=70,OK:FAN_OFF
2026-05-21T11:34:03,19.21,model_control_20260521_113401,model_predictive_control,1,model_control,34.00,23.80,39.20,15.40,70,0,0,,23.70,1.00,23.8400,39.4206,23.8982,39.8207,23.9862,41.7069,,,,,,,OK:THERMAL_ACC=70,OK:FAN_OFF
2026-05-21T11:34:04,20.21,model_control_20260521_113401,model_predictive_control,1,model_control,34.00,23.80,39.10,15.30,70,0,0,,23.70,2.00,23.8395,39.3228,23.8960,39.7399,23.9779,41.7969,,,,,,,OK:THERMAL_ACC=70,OK:FAN_OFF
2026-05-21T11:34:05,21.21,model_control_20260521_113401,model_predictive_control,1,model_control,34.00,23.70,39.10,15.40,70,0,0,,23.70,3.00,23.7956,39.3284,23.8509,39.7314,23.9356,41.6495,,,,,,,OK:THERMAL_ACC=70,OK:FAN_OFF
2026-05-21T11:34:06,22.21,model_control_20260521_113401,model_predictive_control,1,model_control,34.00,23.80,39.00,15.20,70,0,0,,23.70,4.00,23.7838,39.2259,23.8426,39.6526,23.9263,41.7310,,,,,,,OK:THERMAL_ACC=70,OK:FAN_OFF
2026-05-21T11:34:07,23.21,model_control_20260521_113401,model_predictive_control,1,model_control,34.00,23.80,39.00,15.20,70,0,0,,23.70,5.00,23.8623,39.6037,23.9044,40.4625,24.0215,42.4839,,,,,,,OK:THERMAL_ACC=70,OK:FAN_OFF
2026-05-21T11:34:08,24.21,model_control_20260521_113401,model_predictive_control,1,model_control,34.00,23.80,39.00,15.20,70,0,0,,23.70,6.00,23.8623,39.6037,23.9044,40.4628,24.0214,42.4874,,,,,,,OK:THERMAL_ACC=70,OK:FAN_OFF
2026-05-21T11:34:09,25.21,model_control_20260521_113401,model_predictive_control,1,model_control,34.00,23.80,38.90,15.10,70,0,0,,23.70,7.00,23.8618,39.5026,23.9022,40.3792,24.0131,42.5808,,,,,,,OK:THERMAL_ACC=70,OK:FAN_OFF
2026-05-21T11:34:10,26.21,model_control_20260521_113401,model_predictive_control,1,model_control,34.00,23.60,38.90,15.30,70,0,0,,23.70,8.00,23.7734,39.5104,23.8098,40.3680,23.9202,42.4379,,,,,,,OK:THERMAL_ACC=70,OK:FAN_OFF
2026-05-21T11:34:11,27.21,model_control_20260521_113401,model_predictive_control,1,model_control,34.00,23.80,38.90,15.10,70,0,0,,23.70,9.00,23.7512,39.5046,23.7977,40.3770,23.9182,42.4140,,,,,,,OK:THERMAL_ACC=70,OK:FAN_OFF
2026-05-21T11:34:12,28.21,model_control_20260521_113401,model_predictive_control,1,model_control,34.00,23.90,38.80,14.90,70,0,0,,23.70,10.00,23.9053,39.4087,23.9476,40.3036,24.0602,42.5493,,,,,,,OK:THERMAL_ACC=70,OK:FAN_OFF
2026-05-21T11:34:13,29.21,model_control_20260521_113401,model_predictive_control,1,model_control,34.00,23.90,38.80,14.90,70,0,0,,23.70,11.00,23.9612,39.4187,24.0024,40.3051,24.1180,42.4134,,,,,,,OK:THERMAL_ACC=70,OK:FAN_OFF
2026-05-21T11:34:14,30.21,model_control_20260521_113401,model_predictive_control,1,model_control,34.00,23.80,38.80,15.00,70,0,0,,23.70,12.00,23.9171,39.4179,23.9558,40.2987,24.0685,42.4109,,,,,,,OK:THERMAL_ACC=70,OK:FAN_OFF
