timestamp_iso,elapsed_s,run_id,controller_type,enabled,phase,target_temp_c,vessel_temp_c,jacket_temp_c,jacket_minus_vessel_c,heater_pwm_percent,fan_state,safety_limited,safety_reason,ambient_temp_c,seconds_since_pwm_change,predicted_vessel_t_plus_15s,predicted_jacket_t_plus_15s,predicted_vessel_t_plus_30s,predicted_jacket_t_plus_30s,predicted_vessel_t_plus_60s,predicted_jacket_t_plus_60s,vessel_prediction_error_15s,jacket_prediction_error_15s,vessel_prediction_error_30s,jacket_prediction_error_30s,vessel_prediction_error_60s,jacket_prediction_error_60s,arduino_heater_reply,arduino_fan_reply
2026-05-21T11:23:22,44.21,model_control_20260521_112322,model_predictive_control,1,model_control,30.00,21.00,24.90,3.90,60,0,0,,20.90,0.00,20.9639,25.2279,20.9470,26.7524,20.8932,33.4001,,,,,,,OK:THERMAL_ACC=60,OK:FAN_OFF
2026-05-21T11:23:23,45.21,model_control_20260521_112322,model_predictive_control,1,model_control,30.00,21.00,24.90,3.90,60,0,0,,20.90,1.00,20.9644,25.2281,20.9476,26.7514,20.8941,33.3897,,,,,,,OK:THERMAL_ACC=60,OK:FAN_OFF
2026-05-21T11:23:24,46.21,model_control_20260521_112322,model_predictive_control,1,model_control,30.00,21.00,24.90,3.90,60,0,0,,20.90,2.00,20.9644,25.2281,20.9475,26.7516,20.8940,33.3932,,,,,,,OK:THERMAL_ACC=60,OK:FAN_OFF
2026-05-21T11:23:25,47.21,model_control_20260521_112322,model_predictive_control,1,model_control,30.00,21.00,24.80,3.80,60,0,0,,20.90,3.00,20.9641,25.1206,20.9457,26.6628,20.8862,33.5000,,,,,,,OK:THERMAL_ACC=60,OK:FAN_OFF
2026-05-21T11:23:26,48.21,model_control_20260521_112322,model_predictive_control,1,model_control,30.00,21.00,24.90,3.90,60,0,0,,20.90,4.00,20.9644,25.2333,20.9488,26.7501,20.9007,33.2588,,,,,,,OK:THERMAL_ACC=60,OK:FAN_OFF
2026-05-21T11:23:27,49.21,model_control_20260521_112322,model_predictive_control,1,model_control,30.00,21.00,24.80,3.80,60,0,0,,20.90,5.00,20.9845,25.4443,20.9531,27.3574,20.9200,34.2132,,,,,,,OK:THERMAL_ACC=60,OK:FAN_OFF
2026-05-21T11:23:28,50.21,model_control_20260521_112322,model_predictive_control,1,model_control,30.00,21.00,24.80,3.80,60,0,0,,20.90,6.00,20.9840,25.4493,20.9536,27.3569,20.9258,34.0912,,,,,,,OK:THERMAL_ACC=60,OK:FAN_OFF
2026-05-21T11:23:29,51.21,model_control_20260521_112322,model_predictive_control,1,model_control,30.00,21.00,24.80,3.80,60,0,0,,20.90,7.00,20.9841,25.4432,20.9538,27.3536,20.9261,34.1144,,,,,,,OK:THERMAL_ACC=60,OK:FAN_OFF
2026-05-21T11:23:30,52.21,model_control_20260521_112322,model_predictive_control,1,model_control,30.00,21.00,24.80,3.80,60,0,0,,20.90,8.00,20.9847,25.4425,20.9545,27.3525,20.9266,34.1054,,,,,,,OK:THERMAL_ACC=60,OK:FAN_OFF
2026-05-21T11:23:31,53.21,model_control_20260521_112322,model_predictive_control,1,model_control,30.00,21.00,24.80,3.80,60,0,0,,20.90,9.00,20.9840,25.4454,20.9535,27.3570,20.9255,34.1215,,,,,,,OK:THERMAL_ACC=60,OK:FAN_OFF
2026-05-21T11:23:32,54.21,model_control_20260521_112322,model_predictive_control,1,model_control,30.00,21.00,24.80,3.80,60,0,0,,20.90,10.00,20.9839,25.4482,20.9533,27.3582,20.9249,34.1087,,,,,,,OK:THERMAL_ACC=60,OK:FAN_OFF
2026-05-21T11:23:33,55.21,model_control_20260521_112322,model_predictive_control,1,model_control,30.00,20.90,24.80,3.90,60,0,0,,20.90,11.00,20.9402,25.4487,20.9078,27.3489,20.8772,34.0686,,,,,,,OK:THERMAL_ACC=60,OK:FAN_OFF
2026-05-21T11:23:34,56.21,model_control_20260521_112322,model_predictive_control,1,model_control,30.00,21.00,24.90,3.90,60,0,0,,20.90,12.00,20.9305,25.5474,20.9035,27.4421,20.8832,34.0052,,,,,,,OK:THERMAL_ACC=60,OK:FAN_OFF
2026-05-21T11:23:35,57.21,model_control_20260521_112322,model_predictive_control,1,model_control,30.00,21.00,24.80,3.80,60,0,0,,20.90,13.00,20.9843,25.4453,20.9523,27.3626,20.9183,34.2447,,,,,,,OK:THERMAL_ACC=60,OK:FAN_OFF
2026-05-21T11:23:36,58.21,model_control_20260521_112322,model_predictive_control,1,model_control,30.00,21.00,24.90,3.90,60,0,0,,20.90,14.00,20.9853,25.5552,20.9562,27.4450,20.9335,33.9856,,,,,,,OK:THERMAL_ACC=60,OK:FAN_OFF
2026-05-21T11:23:37,59.21,model_control_20260521_112322,model_predictive_control,1,model_control,30.00,21.00,24.90,3.90,60,0,0,,20.90,15.00,20.9740,26.2630,20.9498,28.5933,20.9304,34.9525,,,,,,,OK:THERMAL_ACC=60,OK:FAN_OFF
2026-05-21T11:23:38,60.21,model_control_20260521_112322,model_predictive_control,1,model_control,30.00,21.00,24.90,3.90,60,0,0,,20.90,16.00,20.9735,26.2627,20.9490,28.5950,20.9292,34.9699,0.0361,-0.3279,,,,,OK:THERMAL_ACC=60,OK:FAN_OFF
