timestamp_iso,elapsed_s,run_id,controller_type,enabled,phase,target_temp_c,vessel_temp_c,jacket_temp_c,jacket_minus_vessel_c,heater_pwm_percent,fan_state,safety_limited,safety_reason,ambient_temp_c,seconds_since_pwm_change,predicted_vessel_t_plus_15s,predicted_jacket_t_plus_15s,predicted_vessel_t_plus_30s,predicted_jacket_t_plus_30s,predicted_vessel_t_plus_60s,predicted_jacket_t_plus_60s,vessel_prediction_error_15s,jacket_prediction_error_15s,vessel_prediction_error_30s,jacket_prediction_error_30s,vessel_prediction_error_60s,jacket_prediction_error_60s,arduino_heater_reply,arduino_fan_reply
2026-05-21T11:13:23,37.21,model_control_20260521_111322,model_predictive_control,1,model_control,34.00,19.80,22.10,2.30,50,0,0,,19.80,0.00,19.7527,22.5124,19.7199,24.0489,19.6372,30.8222,,,,,,,OK:THERMAL_ACC=50,OK:FAN_OFF
2026-05-21T11:13:24,38.21,model_control_20260521_111322,model_predictive_control,1,model_control,34.00,19.80,22.10,2.30,50,0,0,,19.80,1.00,19.7516,22.5140,19.7183,24.0547,19.6345,30.8535,,,,,,,OK:THERMAL_ACC=50,OK:FAN_OFF
2026-05-21T11:13:25,39.21,model_control_20260521_111322,model_predictive_control,1,model_control,34.00,19.80,22.10,2.30,50,0,0,,19.80,2.00,19.7521,22.5143,19.7189,24.0537,19.6355,30.8431,,,,,,,OK:THERMAL_ACC=50,OK:FAN_OFF
2026-05-21T11:13:26,40.21,model_control_20260521_111322,model_predictive_control,1,model_control,34.00,19.80,22.00,2.20,50,0,0,,19.80,3.00,19.7524,22.4076,19.7179,23.9619,19.6292,30.9262,,,,,,,OK:THERMAL_ACC=50,OK:FAN_OFF
2026-05-21T11:13:27,41.21,model_control_20260521_111322,model_predictive_control,1,model_control,34.00,19.80,22.10,2.30,50,0,0,,19.80,4.00,19.7528,22.5198,19.7211,24.0508,19.6431,30.6928,,,,,,,OK:THERMAL_ACC=50,OK:FAN_OFF
2026-05-21T11:13:28,42.21,model_control_20260521_111322,model_predictive_control,1,model_control,34.00,19.80,22.10,2.30,50,0,0,,19.80,5.00,19.7691,22.7843,19.7251,24.6333,19.6633,31.4391,,,,,,,OK:THERMAL_ACC=50,OK:FAN_OFF
2026-05-21T11:13:29,43.21,model_control_20260521_111322,model_predictive_control,1,model_control,34.00,19.80,22.00,2.20,50,0,0,,19.80,6.00,19.7683,22.6770,19.7225,24.5442,19.6549,31.5520,,,,,,,OK:THERMAL_ACC=50,OK:FAN_OFF
2026-05-21T11:13:30,44.21,model_control_20260521_111322,model_predictive_control,1,model_control,34.00,19.80,22.10,2.30,50,0,0,,19.80,7.00,19.7689,22.7771,19.7260,24.6258,19.6699,31.3600,,,,,,,OK:THERMAL_ACC=50,OK:FAN_OFF
2026-05-21T11:13:31,45.21,model_control_20260521_111322,model_predictive_control,1,model_control,34.00,19.70,22.10,2.40,50,0,0,,19.80,8.00,19.7234,22.7768,19.6775,24.6244,19.6132,31.4642,,,,,,,OK:THERMAL_ACC=50,OK:FAN_OFF
2026-05-21T11:13:32,46.21,model_control_20260521_111322,model_predictive_control,1,model_control,34.00,19.80,22.00,2.20,50,0,0,,19.80,9.00,19.7157,22.6705,19.6714,24.5403,19.6059,31.5554,,,,,,,OK:THERMAL_ACC=50,OK:FAN_OFF
2026-05-21T11:13:33,47.21,model_control_20260521_111322,model_predictive_control,1,model_control,34.00,19.80,22.00,2.20,50,0,0,,19.80,10.00,19.7691,22.6764,19.7248,24.5383,19.6627,31.4284,,,,,,,OK:THERMAL_ACC=50,OK:FAN_OFF
2026-05-21T11:13:34,48.21,model_control_20260521_111322,model_predictive_control,1,model_control,34.00,19.80,22.00,2.20,50,0,0,,19.80,11.00,19.7678,22.6748,19.7229,24.5413,19.6603,31.4672,,,,,,,OK:THERMAL_ACC=50,OK:FAN_OFF
2026-05-21T11:13:35,49.21,model_control_20260521_111322,model_predictive_control,1,model_control,34.00,19.80,22.00,2.20,50,0,0,,19.80,12.00,19.7685,22.6761,19.7238,24.5402,19.6615,31.4513,,,,,,,OK:THERMAL_ACC=50,OK:FAN_OFF
2026-05-21T11:13:36,50.21,model_control_20260521_111322,model_predictive_control,1,model_control,34.00,19.90,22.10,2.20,50,0,0,,19.80,13.00,19.8140,22.7831,19.7722,24.6387,19.7174,31.3838,,,,,,,OK:THERMAL_ACC=50,OK:FAN_OFF
2026-05-21T11:13:37,51.21,model_control_20260521_111322,model_predictive_control,1,model_control,34.00,19.80,22.10,2.30,50,0,0,,19.80,14.00,19.8217,22.7834,19.7756,24.6372,19.7109,31.5010,,,,,,,OK:THERMAL_ACC=50,OK:FAN_OFF
