timestamp_iso,elapsed_s,run_id,controller_type,phase,stage_index,target_temp_c,vessel_temp_c,jacket_temp_c,jacket_minus_vessel_c,heater_pwm_percent,requested_heater_pwm_percent,fan_state,jacket_vessel_gap_warning,safety_limited,safety_reason,ambient_temp_c,pwm_step_start_elapsed_s,seconds_since_pwm_change,arduino_heater_reply,arduino_fan_reply
2026-05-20T13:46:04,94.21,water_dynamics_20_36_r2_recoverable_jacket_20260520,open_loop_data,baseline_water,1,34.00,26.80,25.30,-1.50,0,0,0,0,0,,26.70,2.21,92.00,OK:THERMAL_ACC=00,OK:FAN_OFF
2026-05-20T13:46:05,95.21,water_dynamics_20_36_r2_recoverable_jacket_20260520,open_loop_data,baseline_water,1,34.00,26.80,25.30,-1.50,0,0,0,0,0,,26.70,2.21,93.00,OK:THERMAL_ACC=00,OK:FAN_OFF
2026-05-20T13:46:06,96.21,water_dynamics_20_36_r2_recoverable_jacket_20260520,open_loop_data,baseline_water,1,34.00,26.80,25.30,-1.50,0,0,0,0,0,,26.70,2.21,94.00,OK:THERMAL_ACC=00,OK:FAN_OFF
2026-05-20T13:46:07,97.21,water_dynamics_20_36_r2_recoverable_jacket_20260520,open_loop_data,baseline_water,1,34.00,26.80,25.30,-1.50,0,0,0,0,0,,26.70,2.21,95.00,OK:THERMAL_ACC=00,OK:FAN_OFF
2026-05-20T13:46:08,98.21,water_dynamics_20_36_r2_recoverable_jacket_20260520,open_loop_data,baseline_water,1,34.00,26.80,25.30,-1.50,0,0,0,0,0,,26.70,2.21,96.00,OK:THERMAL_ACC=00,OK:FAN_OFF
2026-05-20T13:46:09,99.21,water_dynamics_20_36_r2_recoverable_jacket_20260520,open_loop_data,baseline_water,1,34.00,26.80,25.30,-1.50,0,0,0,0,0,,26.70,2.21,97.00,OK:THERMAL_ACC=00,OK:FAN_OFF
2026-05-20T13:46:10,100.21,water_dynamics_20_36_r2_recoverable_jacket_20260520,open_loop_data,baseline_water,1,34.00,26.70,25.30,-1.40,0,0,0,0,0,,26.70,2.21,98.00,OK:THERMAL_ACC=00,OK:FAN_OFF
2026-05-20T13:46:11,101.21,water_dynamics_20_36_r2_recoverable_jacket_20260520,open_loop_data,baseline_water,1,34.00,26.80,25.30,-1.50,0,0,0,0,0,,26.70,2.21,99.00,OK:THERMAL_ACC=00,OK:FAN_OFF
2026-05-20T13:46:12,102.21,water_dynamics_20_36_r2_recoverable_jacket_20260520,open_loop_data,baseline_water,1,34.00,26.80,25.30,-1.50,0,0,0,0,0,,26.70,2.21,100.00,OK:THERMAL_ACC=00,OK:FAN_OFF
2026-05-20T13:46:13,103.21,water_dynamics_20_36_r2_recoverable_jacket_20260520,open_loop_data,baseline_water,1,34.00,26.80,25.30,-1.50,0,0,0,0,0,,26.70,2.21,101.00,OK:THERMAL_ACC=00,OK:FAN_OFF
2026-05-20T13:46:14,104.21,water_dynamics_20_36_r2_recoverable_jacket_20260520,open_loop_data,baseline_water,1,34.00,26.80,25.30,-1.50,0,0,0,0,0,,26.70,2.21,102.00,OK:THERMAL_ACC=00,OK:FAN_OFF
